College Code,College Name,Branch Name,OC,BC,BCM,MBC,SC,SCA,ST
2650,Christ The King Engineering College Cecilia Gardens Chikkarampalayam Village Coimbatore District 641104,CIVIL ENGINEERING,***,,,,,,
2651,Jai Shriram Engineering College Dharapuram Road Avinashi Palayam Tiruppur District 638660,CIVIL ENGINEERING,123,91,,***,,90,
2653,Knowledge Institute of Technology (Autonomous) KIOT Campus Kakapalayam Post Salem District 637504,CIVIL ENGINEERING,136,104.5,,121.5,***,100.5,
2656,Builders Engineering college Nathakadaiyur Erode Road Palayakottai Village Kangeyam Tiruppur District 638108,CIVIL ENGINEERING,125.5,106,,111,***,---,118
2658,V S A Group of Institutions NH-47 Uthamasola Puram Post Salem District 636010,CIVIL ENGINEERING,***,,,,,,
2659,Salem College of Engineering and Technology Salem-Attur Main Road NH-68 Mettupatty Perumapalayam Salem District 636111,CIVIL ENGINEERING,***,,,,,,
2661,Vivekanandha College of Technology for Women Sathinaickenpalayam Elayampalayam Village Kumaramangalam Namakkal District 637205,CIVIL ENGINEERING,123,***,,99,101.5,105,
2673,Sree Sakthi Engineering College Bettathapuram Bilichi Village Karamadai Coimbatore District 641104,CIVIL ENGINEERING,112,94,,95,100.5,110.5,
2702,Bannari Amman Institute of Technology (Autonomous) Sathyamanagalam Erode District 638401,CIVIL ENGINEERING,155,149,154,148,85,,
2704,Coimbatore Institute of Engineering and Technolgoy (Autonomous) Narasipuram Post Coimbatore District 641109,CIVIL ENGINEERING,119,***,,***,,,
2705,CSI College of Engineering Ketti The Nilgiris 643215,CIVIL ENGINEERING,,,,,,,
2706,Dr. Mahalingam College of Engineering and Technology (Autonomous) Mackinaickenpatti Post Pollachi Taluk Coimbatore District 642003,CIVIL ENGINEERING,125.5,106,96,***,,,
2707,Erode Sengunthar Engineering College (Autonomous) Thudupathi Post Erode District 638057,CIVIL ENGINEERING,116.5,***,,86,***,,
2708,Hindusthan College of Engineering and Technology (Autonomous) Othakkalmandapam Post Coimbatore District 641032,CIVIL ENGINEERING,129.5,102,***,94.5,***,,
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,CIVIL ENGINEERING,153,145.5,151,145,135,139,
2710,Karpagam College of Engineering (Autonomous) Othakkalmandapam Coimbatore District 641032,CIVIL ENGINEERING,144,132.5,122,132,***,116,
2711,Kongu Engineering College (Autonomous) Perundurai Erode District 638052,CIVIL ENGINEERING,153,143,135.5,126.5,***,,
2712,Kumaraguru College of Technology (Autonomous) Chinnavedampatti Post Coimbatore District 641006,CIVIL ENGINEERING,169,162,161,156.5,133.5,125.5,116
2713,M P Nachimuthu M Jaganathan Engineering College Chennimalai Erode District 638112,CIVIL ENGINEERING,,,,,,,
2715,Nandha Engineering College (Autonomous) Pitchandampalayam Post Erode District 638052,CIVIL ENGINEERING,111,***,90,98,,,
2717,Sasurie College of Engineering Vijayamangalam Tiruppur District 638056,CIVIL ENGINEERING,,,,,,,
2718,Sri Krishna College of Enginering and Technology (Autonomous) Kuniamuthur Coimbatore District 641008,CIVIL ENGINEERING,163,153,159,145.5,129.5,126,143
2719,Sri Ramakrishna Engineering College (Autonomous) Vattamalaipalayam Coimbatore District 641022,CIVIL ENGINEERING,138.5,129.5,***,118.5,***,108.5,
2721,Tamilnadu College of Engineering Karumathampatti Post Coimbatore District 641659,CIVIL ENGINEERING,,,,,,,
2722,Sri Krishna College of Technology (Autonomous) Kovaipudur Post Coimbatore District 641042,CIVIL ENGINEERING,147.5,142.5,146.5,132,109.5,108.5,
2723,Velalar College of Engineering and Technology (Autonomous) Thindal Post Erode District 638012,CIVIL ENGINEERING,131.5,118,108,113,106.5,,
2726,SNS College of Technology (Autonomous) Kalappatti Post Coimbatore District 641035,CIVIL ENGINEERING,123.5,***,,***,***,,
2727,Sri Shakthi Institute of Engineering and Technology (Autonomous) L&T Bye-Pass Venkitapuram Post Comibatore District 641062,CIVIL ENGINEERING,129.5,***,115,102.5,***,,
2733,Angel College of Engineering and Technology P.K.Palayam Ugayanur Village Tirupur District 641 665,CIVIL ENGINEERING,,,,,,,
2736,Dr. N G P Institute of Technology (Autonomous) Kalapatti Road Coimbatore District 641035,CIVIL ENGINEERING,130.5,123.5,,117,,,
2737,Sri Sai Ranganathan Engineering College Zahirnaickenpalayam Village Viraliyur Post Thondamuthur Via Coimbatore District 641109,CIVIL ENGINEERING,***,,,,,,
2743,Dhanalakshmi Srinivasan College of Engineering (CBE) NH47 Palakkad Main Road Navakkarai Post Near Nandhi Temple Coimbatore District 641105,CIVIL ENGINEERING,105,***,,***,,,
2744,Adithya Institute of Technology Kurumbapalayam Village Coimbatore District 641107,CIVIL ENGINEERING,***,,,,,,
2747,Shree Venkateshwara Hi-Tech Engineering College (Autonomous) Othakuthirai K Mettupalayam Post Gobichettipalayam Erode District 638455,CIVIL ENGINEERING,***,,,,,,
2748,Surya Engineering College Mettukadai Kathirampatti Post Erode District 638107,CIVIL ENGINEERING,***,,,,,,
2755,Nehru Institute of Technology (Autonomous) Thirumalayampalayam Post Coimbatore District 641105,CIVIL ENGINEERING,118,***,,93,,,
2758,J K K Munirajah College of Technology T N Palayam Gobi Taluk Erode District 638506,CIVIL ENGINEERING,***,,,,,,
2762,Jansons Institute of Technology Karumathampatty Somaur Coimbatore District 641659,CIVIL ENGINEERING,***,,,,,,
2763,Akshaya College of Engineering and Technology Kinathukadavu Coimbatore District 642109,CIVIL ENGINEERING,94,***,,***,***,,
2764,K P R Institute of Engineering and Technology (Autonomous) Kollupalayam Village Arasur Panchayat Coimbatore District 641407,CIVIL ENGINEERING,160.5,153.5,137,140,121,122,
2767,SRG Engineering College Aniyapuram Post Namakkal District 637017,CIVIL ENGINEERING,,,,,,,
2768,Park College of Technology Prema Ravi Nagar Karumathampatti Coimbatore - 641 659,CIVIL ENGINEERING,,,,,,,
2769,J C T College of Engineering and Technology Pichanur Coimbatore District 641105,CIVIL ENGINEERING,***,,,,,,
2776,R V S Technical Campus-Coimbatore Kumaran Kottam Campus Kannampalayam Sulur Coimbatore District 641 402,CIVIL ENGINEERING,111,***,,,88,98.5,
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,CIVIL ENGINEERING,139.5,101,119.5,***,115,115,135.5
3016,University College of Engineering Ariyalur Kathankudikadu Village Thelur Post Ariyalur District 621704,CIVIL ENGINEERING,***,,,,,,
3018,University College of Engineering Thirukkuvalai Nagappattinam District 610204,CIVIL ENGINEERING,***,,,,,,
3019,"University College of Engineering Panruti
Chennai-Kumbakonam Highway Panikkankuppam Panruti Cuddalore District 607106",CIVIL ENGINEERING,***,,,,,,
3021,University College of Engineering Pattukkottai ECR Road Rajamadam Pattukkottai Taluk Thanjavur District 614701,CIVIL ENGINEERING,***,,,,,,
3403,Mahalakshmi Engineering College Trichy-Salem Highways (Near No.1 Tollgate) Melpathu Siruganbur Post Tiruchirappalli District 621213,CIVIL ENGINEERING,,,,,,,
3410,Krishnasamy College of Engineering and Technology S Kumarapuram Cuddalore District 607109,CIVIL ENGINEERING,101,,,***,***,,
3425,C K College of Engineering and Technology Chellangkuppam Cuddalore District 607003,CIVIL ENGINEERING,103,,,***,***,,
3454,Sri Ramakrishna College of Engineering Sri Saradha Nagar NH-45 Perambalur District 621113,CIVIL ENGINEERING,***,,,,,,
3460,Surya College of Engineering Konalai Tiruchirappalli District 621132,CIVIL ENGINEERING,,,,,,,
3462,Ariyalur Engineering College NH-227 Trichy-Chithambaram NH Karuppur-Senapathy Post Ariyalur District 621707,CIVIL ENGINEERING,,,,,,,
3464,Government College of Engineering Gandarvakottai Road Sengipatti Thanjavur District 613402,CIVIL ENGINEERING,134.5,***,125,112,113.5,120,
3465,Government College of Engineering Srirangam Sethurappatti Tiruchirappalli District 620012,CIVIL ENGINEERING,140,118.5,131.5,116,101,130.5,128
3701,K Ramakrishnan College of Technology (Autonomous) Kariyamanickam Road Samayapuram Manachanallur Taluk Tiruchirappalli District 621112,CIVIL ENGINEERING,122.5,***,119.5,***,***,,
3766,Star Lion College of Engineering and Technology Manankorai Main Road Manankorai Village Thanjavur District 614206,CIVIL ENGINEERING,,,,,,,
3795,SRM TRP Engineering College Irungalur Manachanallur Taluk Tiruchirappalli District 621105,CIVIL ENGINEERING,114.5,,,,,,
3801,A V C College of Engineering Mannampandal Post MayiladuthuraiDistrict 609305,CIVIL ENGINEERING,***,,,,,,
3802,Shri Angalamman College of Engineering and Technology Siruganoor Tiruchirapalli-621 105,CIVIL ENGINEERING,,,,,,,
3803,Anjalai Ammal Mahalingam Engineering College Kovilvenni Thiruvarur District 614403,CIVIL ENGINEERING,115.5,,102,,***,,
3804,Arasu Engineering College Chennai Main Road Kumbakonam Thanjavur District 612501,CIVIL ENGINEERING,***,,,,,,
3805,Dhanalakshmi Srinivasan Engineering College (Autonomous) Thuraiyur Road Perambalur District 621212,CIVIL ENGINEERING,99.5,,,***,***,,
3806,E G S Pillay Engineering College (Autonomous) Nagapattinam District 611002,CIVIL ENGINEERING,98,***,***,***,***,,
3807,J J College of Engineering and Technology Poolankulathupatti Post Thiruchirappalli District 620009,CIVIL ENGINEERING,105,***,,***,88,,
3808,Jayaram College of Engineering and Technology Karattampatti Pagalavadi Po Thuraivur Trichy-621014,CIVIL ENGINEERING,,,,,,,
3810,M.A.M. College of Engineering Siruganur Tiruchirappalli District 621105,CIVIL ENGINEERING,***,,,,,,
3811,M I E T Engineering College Trichy-Pudukkottai Road Tiruchirappalli District 620007,CIVIL ENGINEERING,104.5,***,,,,,
3812,Mookambigai College of Engineering Keeranur Pudukkottai District 622502,CIVIL ENGINEERING,***,,,,,,
3813,"Oxford Engineering College,Karumandapam,Pirattiyur,Trichy-620 009",CIVIL ENGINEERING,***,,,,,,
3814,P R Engineering College Vallam Thanjavur District 613403,CIVIL ENGINEERING,,,,,,,
3817,Roever Engineering College Elambalur Perambalur District 621212,CIVIL ENGINEERING,***,,,,,,
3819,Saranathan College of Engineering Panjappur Tiruchirappalli District 620012,CIVIL ENGINEERING,143,***,141.5,131,***,,
3820,Trichy Engineering College Konalai Tiruchirappalli District 621132,CIVIL ENGINEERING,***,,,,,,
3821,A R J College of Engineering and Technology Mannargudi Taluk Thiruvarur District 614001,CIVIL ENGINEERING,***,,,,,,
3822,Dr.Navalar Nedunchezhiyan College of Engineering Raja Nagar Vaithiyanathapuram tholudur Cuddalore-606303,CIVIL ENGINEERING,,,,,,,
3826,Kongunadu College of Engineering and Technology (Autonomous) Tholurpatti Thottiyam Tiruchirappalli District 621215,CIVIL ENGINEERING,139,116,114,121.5,117,108.5,
3829,"M.A.M. College of Engineering and Technology
Trichy-Chennai Trunk Road Siruganur Tiruchirappalli District 621105",CIVIL ENGINEERING,120.5,,108.5,***,117.5,,
3833,Parisutham Institute of Technology and Science Ring Road Nanjikottai Thanjavur District 613006,CIVIL ENGINEERING,***,,,,,,
3841,CARE College of Engineering Thayanoor Village Kuttappatti Srirangam Taluk Tiruchirappalli District 620009,CIVIL ENGINEERING,107,***,,***,***,,
3843,M R K Institute of Technology Nattarmangalam Village Kattumannarkoil Cuddalore District 608306,CIVIL ENGINEERING,***,,,,,,
3846,Mother Terasa College of Engineering and Technology Mettusalai Post and Taluk Pudukkottai District 622102,CIVIL ENGINEERING,,,,,,,
3848,Vandayar Engineering College Pulavarnatham Post Mariamman Koil (Via) Thanjavur District 613001,CIVIL ENGINEERING,***,,,,,,
3849,Annai College of Engineering and Technology Anakudi Road Kovilacheri Kumbakonam Thanjavur District 612503,CIVIL ENGINEERING,***,,,,,,
3852,Sri Bharathi Engineering College for Women Kaikkuruchi Village Alangudi Taluk Pudukkottai District 622303,CIVIL ENGINEERING,***,,,,,,
3854,Mahath Amma Institute of Engineering and Technology (MIET) Ariyur Annavasal Road Illupur Taluk Pudukkottai District 622101,CIVIL ENGINEERING,***,,,,,,
3855,As-Salam College of Engineering and Technology Thirumangalakudi Aduthurai Thiruvidaimaruthur Thanjavur District 612102,CIVIL ENGINEERING,,,,,,,
3857,Meenakshi Ramaswamy Engineering College Trichy Main Road Thathanur Udayarpalayam Ariyalur District 621804,CIVIL ENGINEERING,***,,,,,,
3859,Sembodai Rukmani Varatharajan Engineering College Sembodai Village Vedaraniam Nagappattinam District 614820,CIVIL ENGINEERING,,,,,,,
3905,Kings College of Engineering Punalkulam Pudukkottai District 613303,CIVIL ENGINEERING,***,,,,,,
3908,Mount Zion College of Engineering and Technology Pilivalam Post Pudukkottai District 622507,CIVIL ENGINEERING,118.5,***,,***,***,,
3918,Shanmuganathan Engineering College Pillivalam Post Pudukkottai District 622507,CIVIL ENGINEERING,***,,,,,,
3920,Sudharsan Engineering College Sathiyamangalam Post Pudukkottai District 622501,CIVIL ENGINEERING,***,,,,,,
3923,M N S K College of Engineering Vallathirakkottai Post Pudukkottai District 622305,CIVIL ENGINEERING,,,,,,,
3926,Chendhuran College of Engineering and Technology Madurai Road Lenavilakku Pilivalam Post Pudukkottai - 622 507,CIVIL ENGINEERING,95,,,,***,,
4023,University College of Engineering Nagercoil Nagercoil Industrial Estate Konam Kanyakumari District 629004,CIVIL ENGINEERING,131.5,***,***,***,***,,
4024,"University V.O.C. College of Engineering Thoothukudi Near
V.O.C. College Millerpuram Thoothukudi District 628008",CIVIL ENGINEERING,***,,,,,,
4669,Thamirabharani Engineering College Chathirampudukulam Village Thatchanallur Tirunelveli District 627358,CIVIL ENGINEERING,***,,,,,,
4670,"Rohini College of Engineering & Technology
Anjugramam-Kanyakumari Main Road Palkulam Variyoor Post Kanyakumari District 629401",CIVIL ENGINEERING,121,100,,***,***,,
4672,Stella Mary's College of Engineering Arunthengan Vilai Azhikal Post Kanyakumari District 629202,CIVIL ENGINEERING,114,104,,***,,,
4675,Universal College of Engineering and Technology Anbagam Campus Radhapuram Road Vallioor Tirunelveli District 627117,CIVIL ENGINEERING,,,,,,,
4677,Lourdes Mount College of Engineering and Technology Marthandam-Karungal Road Chundavilai Mullanganavilai Nattalam Post Kanyakumari District 629195,CIVIL ENGINEERING,,,,,,,
4678,Ramco Institute of Technology North venganallur Village Krishnapuram Panchayat Rajapalayam Virudhunagar District 626117,CIVIL ENGINEERING,134.5,107.5,,107.5,***,123,
4680,AAA College of Engineering and Technology Kamarajar Educational Road Amathur Village Sivakasi Virudhunagar District 626005,CIVIL ENGINEERING,110.5,***,,***,***,,
4686,Good Shepherd College of Engineering and Technology Maruthamparai Kanyakumari District 629101,CIVIL ENGINEERING,,,,,,,
4864,V V College of Engineering Arasoor Village Idaichivilai Post Santhakulam Taluk Thoothukudi District 628656,CIVIL ENGINEERING,***,,,,,,
4917,Sethu Institute of Technology (Autonomous) Kariapatti Post Virudhunagar District 626115,CIVIL ENGINEERING,132,111,124,***,90.5,,
4927,Maria College of Engineering and Technology Attoor Puliyamoodu Junction Thiruvattar Post Kanyakumari District 629177,CIVIL ENGINEERING,***,,,,,,
4928,MAR Ephraem College of Engineering & Technology Malankara Hills Elavuvillai Marthandam Kanyakumari District 629171,CIVIL ENGINEERING,***,,,,,,
4929,M E T Engineering College Mogals Garden Thovalai Village Aralvaimozhi Town Panchayat Thovalai Kanyakumari District 629304,CIVIL ENGINEERING,,,,,,,
4931,Grace College of Engineering Chandy Nagar Mullakkadu Thoothukudi District 628005,CIVIL ENGINEERING,***,,,,,,
4937,A.R College of Engineering and Technology A.R Nagar Kadayam-Alangulam Road Therkkumadathoor P.o Ambasamudram Taluk Tirunelveli-627423,CIVIL ENGINEERING,,,,,,,
4938,Sivaji College of Engineering and Technology Manivilla Palulai Panchayat Vilavancode Kanyakumari District 629171,CIVIL ENGINEERING,,,,,,,
4943,Satyam College of Engineering and Technology Satyam Nagar Aralvoimozhi Kanyakumari-629301,CIVIL ENGINEERING,,,,,,,
4944,Arunachala College of Engineering for Women Thanka Gardens Manavilai Vellichanthai Nagercoil Kanyakumari District 629203,CIVIL ENGINEERING,116.5,***,,,,,
4946,D M I Engineering College Aralvaimozhi Village Thovalai Kanyakumari District 629301,CIVIL ENGINEERING,,,,,,,
4949,PSN Institute of Technology and Science Melathediyoor Tirunelveli-627 152,CIVIL ENGINEERING,***,,,,,,
4952,C S I Institute of Technology Thovalai Kanyakumari District 629302,CIVIL ENGINEERING,***,,,,,,
4953,CAPE Institute of Technology Levingipuram Tirunelveli District 627114,CIVIL ENGINEERING,103.5,,,,,,
4954,Dr. Sivanthi Aditanar College of Engineering Tiruchendur Thoothukudi District 628215,CIVIL ENGINEERING,***,,,,,,
4955,Francis Xavier Engineering College (Autonomous) Vannarpettai Tirunelveli District 627003,CIVIL ENGINEERING,119,***,,***,***,,
4956,Jayamatha Engineering College Aralvaimozhi Kanyakumari District,CIVIL ENGINEERING,***,,,,,,
4959,Kamaraj College of Engineering and Technology (Autonomous) Virudhunagar District 626001,CIVIL ENGINEERING,117,,,,,,
4960,Mepco Schlenk Engineering College (Autonomous) Sivakasi Virudhunagar District 626005,CIVIL ENGINEERING,142.5,124,91.5,***,***,,
4961,"Nellai College of Engineering, Maruthakulam Post Tirunelveli District 627151",CIVIL ENGINEERING,***,,,,,,
4962,National Engineering College (Autonomous) Kovilpatti Thoothukudi District 628503,CIVIL ENGINEERING,150.5,123.5,,117,***,,
4964,PSN College of Engineering and Technology (Autonomous) Melathediyoor Tirunelveli-627 152,CIVIL ENGINEERING,***,,,,,,
4965,P S R Engineering College (Autonomous) Appayanaickenpatti Sevalpatty Virudhunagar District 626140,CIVIL ENGINEERING,107.5,***,,***,,,
4966,PET Engineering College Vallioor Post Tirunelveli District 627117,CIVIL ENGINEERING,***,,,,,,
4967,S Veerasamy Chettiar College of Engineering and Technology Puliangudi Post Tenkasi District 627855,CIVIL ENGINEERING,***,,,,,,
4968,Sardar Raja College of Engineering Alangulam Tenkasi District 627808,CIVIL ENGINEERING,,,,,,,
4969,SCAD College of Engineering and Technology Cheranmahadevi Tirunelveli District 627414,CIVIL ENGINEERING,***,,,,,,
4970,Sree Sowdambika College of Engineering Aruppukkottai Taluk Virudhunagar District 626134,CIVIL ENGINEERING,***,,,,,,
4971,St. Xavier's Catholic College of Engineering (Autonomous) Chunkankadai Nagercoil Kanyakumari District 629807,CIVIL ENGINEERING,101.5,***,,,,,
4972,AMRITA College of Engineering and Technology Erachakulam Post Kanyakumari District 629902,CIVIL ENGINEERING,123,103.5,,***,,,
4974,Government College of Engineering Tirunelveli District 627007,CIVIL ENGINEERING,166.5,156.5,162,151.5,140,---,
4975,Dr. G U Pope College of Engineering Sawyerpuram Thoothukudi District 628251,CIVIL ENGINEERING,***,,,,,,
4977,Narayanaguru College of Engineering Manjalumoodu Kanyakumari District 629151,CIVIL ENGINEERING,,,,,,,
4978,Udaya School of Engineering Ammandivilai Post Kanyakumari District 629204,CIVIL ENGINEERING,,,,,,,
4979,Arul Tharum VPMM College of Engineering and Technology (Formerly V.P.Muthaiah Pillai Meenakshi Ammal Engineering College for Women) Krishnakoil Virudhunagar-626 190,CIVIL ENGINEERING,,,,,,,
4980,Einstein College of Engineering Seethaparpanallur Tirunelveli District 627012,CIVIL ENGINEERING,111.5,,,,,,
4981,Ponjesly College of Engineering Vettornimadam Post Nagercoil Kanyakumari District 629003,CIVIL ENGINEERING,113.5,***,,,,,
4982,Vins Christian College of Engineering Chunkankadai Post Nagercoil Kanyakumari District 629807,CIVIL ENGINEERING,,,,,,,
4983,Lord Jegannath College of Engineering and Technology Kumarapuram Thoppur Post Kanyakumari District 629402,CIVIL ENGINEERING,,,,,,,
4984,Marthandam College of Engineering & Technology Kuttakuzhi Veeyanoor Post Kanyakumari District 629177,CIVIL ENGINEERING,***,,,,,,
4989,PSN Engineering College Melathediyoor Tirunelveli District 627152,CIVIL ENGINEERING,,,,,,,
4992,Bethlahem Institute of Engineering Karungal Kanyakumari District 629157,CIVIL ENGINEERING,***,,,,,,
4994,J P College of Engineering College Road Ayakudy Tenkasi Taluk Tenkasi District 627852,CIVIL ENGINEERING,117,***,,***,***,,
4996,Sri Vidya College of Engineering and Technology Sivakasi Main Road P Kumaralinapuram Virudhunagar District 626005,CIVIL ENGINEERING,***,,,,,,
4998,Mahakavi Bharathiyar College of Engineering and Technology Vasudevanallur Tenkasi District 627758,CIVIL ENGINEERING,,,,,,,
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,CIVIL ENGINEERING,187.5,183.5,186.5,179.5,167,135.5,
5009,Government College of Engineering Melachokkanathapuram Bodinayakkanur Theni District 625582,CIVIL ENGINEERING,143,111.5,136.5,112,96,113.5,
5010,Anna University Regional Campus - Madurai Kanyakumari National Highway Keelakuilkudi Madurai District 625019,CIVIL ENGINEERING,135.5,***,***,***,***,,
5017,University College of Engineering Ramanathapuram Pullangudi Ramanathapuram District 623513,CIVIL ENGINEERING,***,,,,,,
5022,University College of Engineering Dindigul Mangarai Pirivu Reddiyarchathiram Dindigul District 624622,CIVIL ENGINEERING,***,,,,,,
5502,Sri Raajaraajan College of Engineering & Technology Amaravathi Village Amaravathi Pudur Post Karaikudi Sivagangai District 630301,CIVIL ENGINEERING,95,,,,,,
5530,SSM Institute of Engineering and Technology Kuttathupatti Village Sindalaigundu Post Dindigul District 624002,CIVIL ENGINEERING,114,107,,***,,,
5532,Vaigai College of Engineering Therkutheru Melur Taluk Madurai District 625122,CIVIL ENGINEERING,***,,,,,,
5533,Karaikudi Institute of Technology and Karaikudi Institute of Management KIT & KIM Technical Campus Keeranipatti Thalakkuvur Karaikudi Sivagangai District 630307,CIVIL ENGINEERING,***,,,,,,
5537,"Jainee College of Engineering and Technology, Dindigul-Theni Main Road, (NHB Extn.), Aathupattiprivu, Veerakkal, B.P.O.N Panjampatti Post, Dindigul 624303",CIVIL ENGINEERING,,,,,,,
5703,Christian College of Engineering and Technology Oddanchatram Dindigul District 624619,CIVIL ENGINEERING,***,,,,,,
5832,N P R College of Engineering and Technology (Autonomous) Natham Dindigul District 624401,CIVIL ENGINEERING,103,***,101.5,,***,,
5842,"SRM Madurai College for Engineering and Technology (Formely Madurai Institute of Engineering and Technology), Pottapalayam Village Manamadurai Taluk Sivagangai District 630611",CIVIL ENGINEERING,113,***,***,***,,,
5851,Veerammal Engineering College PVP Nagar K.Singrakottai Dindigul-624708,CIVIL ENGINEERING,,,,,,,
5862,"R V S Educational Trust's Groups of Institutions, (Integrated Campus) N Paraipatti Post Vedasandur Taluk Dindigul District 624005",CIVIL ENGINEERING,***,,,,,,
5865,Nadar Saraswathi College of Engineering and Technology Vadupudupatti Annanji Post Theni District 625531,CIVIL ENGINEERING,***,,,,,,
5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,CIVIL ENGINEERING,176,168,170,157,151,140.5,146
5902,Bharath Niketan Engineering College Thimmarasanaickanoor Aundipatti Theni District 625536,CIVIL ENGINEERING,***,,,,,,
5907,Mohamed Sathak Engineering College Kilakarai Ramanathapuram District 623806,CIVIL ENGINEERING,93.5,,88.5,,,,
5910,"P S N A Colllege of Engineering and Technology (Autonomous), Dindigul District 624622",CIVIL ENGINEERING,144.5,119.5,116.5,114,106,,
5911,P T R College of Engineering and Technology Thanapandiyan Nagar Austinpatty Post Madurai District 625008,CIVIL ENGINEERING,***,,,,,,
5912,Pandian Saraswathi Yadav Engineering College Thirumansolai Post Sivagangai District 630 561,CIVIL ENGINEERING,106.5,***,,,,,
5913,R V S College of Engineering N Paraipatti Post Dindigul District 624005,CIVIL ENGINEERING,***,,,,,,
5914,Solamalai College of Engineering Veerapanjan Madurai District 625020,CIVIL ENGINEERING,***,,,,,,
5915,SACS-M A V M M Engineering College Kidaripatty Post Madurai District 625301,CIVIL ENGINEERING,***,,,,,,
5921,Syed Ammal Engineering College Achuthan Vayal Post Ramanathapuram District 623502,CIVIL ENGINEERING,***,,,,,,
5924,Ganapathy Chettiar College of Engineering and Technology Melakavanur Post Paramakudi Ramanathapuram District 623706,CIVIL ENGINEERING,,,,,,,
5930,SBM College of Engineering and Technology Thamaraipady T N Paraipatti Pirivu Dindigul District 624005,CIVIL ENGINEERING,***,,,,,,
5935,Fatima Michael College of Engineering and Technology Sengottai Village Sivagangai Main Road Madurai District 625020,CIVIL ENGINEERING,***,,,,,,
5942,Ultra College of Engineering and Technology Kodikulam 1 Bit Village Madurai-Chennai Highway Madurai District 625104,CIVIL ENGINEERING,***,,,,,,
5986,Velammal College of Engineering and Technology (Autonomous) Madurai District 625009,CIVIL ENGINEERING,148,126,114.5,134,***,,
5988,Theni Kammavar Sangam College of Technology Theni Main Road Koduvillarpatti Post Theni District 625534,CIVIL ENGINEERING,90.5,,,,,,
5990,Latha Mathavan Engineering College Kidaripatti Post Alagarkoil (Via) Melur Taluk Madurai District 625301,CIVIL ENGINEERING,***,,,,,,
1123,Gojan School of Business and Technology Alamathi Chennai 600062,COMPUTER AND COMMUNICATION ENGINEERING,116,***,,***,,,
1124,SAMS College of Engineering and Technology Panappakkam Chennai-Tirupathi Road Uthukkottai Taluk Thiruvallur District 601102,COMPUTER AND COMMUNICATION ENGINEERING,,,,,,,
1324,Sri Sai Ram Institute of Technology (Autonomous) West Tambaram Chennai 600044,COMPUTER AND COMMUNICATION ENGINEERING,167,163,157.5,158.5,126,,
1432,Rajalakshmi Institute of Technology (Autonomous) Irulapalayam Kuthampakkam Post Kancheepuram District Chennai 600124,COMPUTER AND COMMUNICATION ENGINEERING,185,178.5,180,174.5,147.5,119.5,
2622,V S B Engineering College(Autonomous) Kovai Road Karur District 639111,COMPUTER AND COMMUNICATION ENGINEERING,140,125.5,98,127,,,
2739,Sri Eshwar College of Engineering (Autonomous) Kondampatti Post Vadasithur (Via) Kinathukadavu Coimbatore District 641202,COMPUTER AND COMMUNICATION ENGINEERING,180,175.5,173.5,168,130.5,135.5,122
2745,Kathir College of Engineering Neelambur Avinashi Road Coimbatore District 641062,COMPUTER AND COMMUNICATION ENGINEERING,129,117,121,114,114.5,,
1106,Jaya Engineering College Thirunindravur Chennai 602024,COMPUTER SCIENCE AND BUS,100.5,***,,***,,,
1112,R M D Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,COMPUTER SCIENCE AND BUS,174.5,169.5,163,166.5,124,,
1113,R M K Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,COMPUTER SCIENCE AND BUS,180,177,174,174.5,143.5,121,
1114,S A Engineering College (Autonomous) Thiruverkadu Chennai 600077,COMPUTER SCIENCE AND BUS,143,139,138,135.5,121.5,,
1115,Sri Ram Engineering College Perumalpattu Veppampattu (R S) Thiruvallur District 602 024,COMPUTER SCIENCE AND BUS,***,,,,,,
1118,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous) Avadi-Alamathi Road Chennai 600 062,COMPUTER SCIENCE AND BUS,156,151,144,146,122,,
1123,Gojan School of Business and Technology Alamathi Chennai 600062,COMPUTER SCIENCE AND BUS,98.5,***,,,,,
1140,Jeppiaar Institute of Technology kunnam Village Sriperumpudur Taulk Kancheepuram District 631604,COMPUTER SCIENCE AND BUS,156,144.5,136.5,141.5,120,,
1210,Panimalar Engineering College (Autonomous) Nazarethpet Poonamallee Chennai 602123,COMPUTER SCIENCE AND BUS,161.5,154,145.5,152,118,,116
1211,Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,COMPUTER SCIENCE AND BUS,187,181,185,178,159.5,114,
1213,S K R Engineering College Poonamallee Chennai 600123,COMPUTER SCIENCE AND BUS,***,,,,,,
1217,Sree Sastha Institute of Engineering and Technology Chembarambakkam Chennai 600103,COMPUTER SCIENCE AND BUS,***,,,,,,
1230,Apollo Engineering College Mevaloorkuppam Valarpuram Post Sriperumpudur Kancheepuram District 602105,COMPUTER SCIENCE AND BUS,***,,,,,,
