College Code,College Name,Branch Name,OC,BC,BCM,MBC,SC,SCA,ST
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,AERONAUTICAL ENGINEERING,195,192.5,191.5,191,184.545,159.5,
1106,Jaya Engineering College Thirunindravur Chennai 602024,AERONAUTICAL ENGINEERING,102.5,,,,***,,
1123,Gojan School of Business and Technology Alamathi Chennai 600062,AERONAUTICAL ENGINEERING,127,***,108,***,113.5,,
1124,SAMS College of Engineering and Technology Panappakkam Chennai-Tirupathi Road Uthukkottai Taluk Thiruvallur District 601102,AERONAUTICAL ENGINEERING,,,,,,,
1125,PMR Engineering College Adayalampattu Chennai-600095,AERONAUTICAL ENGINEERING,,,,,,,
1211,Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,AERONAUTICAL ENGINEERING,178,168,173.5,159.5,140,103.5,
1222,P B College of Engineering Irungkattukottai Sriperumpudur Taluk Kancheepuram District 602117,AERONAUTICAL ENGINEERING,123.5,***,,,,,
1230,Apollo Engineering College Mevaloorkuppam Valarpuram Post Sriperumpudur Kancheepuram District 602105,AERONAUTICAL ENGINEERING,***,,,,,,
1311,K C G College of Technology (Autonomous) Karappakkam Chennai 600096,AERONAUTICAL ENGINEERING,165.5,159,158,130.5,134,164,
1322,Dhanalakshmi Srinivasan College of Engineering and Technology East Coast Road Poonjeri Chennai 603104,AERONAUTICAL ENGINEERING,126,***,,***,***,,
1411,Madha Engineering College Kundrathur Chennai 600069,AERONAUTICAL ENGINEERING,106,***,,***,,,
1420,Tagore Engineering College Rathnamangalam Vandalur Post Chennai 600048,AERONAUTICAL ENGINEERING,108.5,***,107.5,,***,,
1434,Surya Group of Institutions GST Road Vikravandi Village Villupuram District 605652,AERONAUTICAL ENGINEERING,***,,,,,,
1518,Thiruvalluvar College of Engineering and Technology Vandavasi Thiruvannamalai District 604505,AERONAUTICAL ENGINEERING,***,,,,,,
2601,Adhiyamaan College of Engineering (Autonomous) Hosur Krishnagiri District 635109,AERONAUTICAL ENGINEERING,***,,,,,,
2609,Mahendra Engineering College (Autonomous) Mahendhirapuri Mallasamudram Namakkal District 637503,AERONAUTICAL ENGINEERING,123,***,,***,***,108,
2611,Paavai Engineering College (Autonomous) NH-7 Pachal Post Namakkal District 637018,AERONAUTICAL ENGINEERING,116,***,,***,***,,
2621,Er. Perumal Manimekalai College of Engineering (Autonomous) Near Koneripalli Hosur Krishnagiri District 635117,AERONAUTICAL ENGINEERING,109.5,90,***,94.5,,,
2634,Excel Engineering College (Autonomous) NH-544 Salem Main Road Pallakapalayam Sankari West Post Komarapalayam Taluk Namakkal District - 637303,AERONAUTICAL ENGINEERING,125.5,***,,***,80,,
2708,Hindusthan College of Engineering and Technology (Autonomous) Othakkalmandapam Post Coimbatore District 641032,AERONAUTICAL ENGINEERING,152,130.5,139.5,126.5,118,,
2712,Kumaraguru College of Technology (Autonomous) Chinnavedampatti Post Coimbatore District 641006,AERONAUTICAL ENGINEERING,183.5,172,183.5,165.5,152.5,146.5,
2716,Park College of Engineering and Technology Kaniyur Coimbatore District 641659,AERONAUTICAL ENGINEERING,99.5,,,***,,,
2719,Sri Ramakrishna Engineering College (Autonomous) Vattamalaipalayam Coimbatore District 641022,AERONAUTICAL ENGINEERING,163.5,150.5,,146.5,119.5,,
2729,Nehru Institute of Engineering and Technology Thirumalayampalayam Post Coimbatore District 641105,AERONAUTICAL ENGINEERING,152.5,125,149,130.5,121,137,
2740,Hindusthan Institute of Technology (Autonomous) Othakkalmandapam Coimbatore District 641032,AERONAUTICAL ENGINEERING,138.5,123.5,131.5,117,***,,
2750,KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous) Kannampalayam Coimbatore District 641402,AERONAUTICAL ENGINEERING,145,124,,113,112,111.5,121.5
2755,Nehru Institute of Technology (Autonomous) Thirumalayampalayam Post Coimbatore District 641105,AERONAUTICAL ENGINEERING,159,125.5,141.5,132,108,---,
3786,M.A.M. School of Engineering Siruganur Tiruchirappalli District 621105,AERONAUTICAL ENGINEERING,89,,,,,,
3805,Dhanalakshmi Srinivasan Engineering College (Autonomous) Thuraiyur Road Perambalur District 621212,AERONAUTICAL ENGINEERING,122,***,115,***,***,,
3807,J J College of Engineering and Technology Poolankulathupatti Post Thiruchirappalli District 620009,AERONAUTICAL ENGINEERING,118.5,96,108.5,***,98.5,,
3833,Parisutham Institute of Technology and Science Ring Road Nanjikottai Thanjavur District 613006,AERONAUTICAL ENGINEERING,***,,,,,,
4943,Satyam College of Engineering and Technology Satyam Nagar Aralvoimozhi Kanyakumari-629301,AERONAUTICAL ENGINEERING,***,,,,,,
4964,PSN College of Engineering and Technology (Autonomous) Melathediyoor Tirunelveli-627 152,AERONAUTICAL ENGINEERING,104.5,***,***,***,***,,
4976,Infant Jesus College of Engineering Thoothukudi Highway (NH7/A) Thoothukudi District 628851,AERONAUTICAL ENGINEERING,102.5,,,,***,,
4978,Udaya School of Engineering Ammandivilai Post Kanyakumari District 629204,AERONAUTICAL ENGINEERING,***,,,,,,
4983,Lord Jegannath College of Engineering and Technology Kumarapuram Thoppur Post Kanyakumari District 629402,AERONAUTICAL ENGINEERING,***,,,,,,
5862,"R V S Educational Trust's Groups of Institutions, (Integrated Campus) N Paraipatti Post Vedasandur Taluk Dindigul District 624005",AERONAUTICAL ENGINEERING,95,,,,,,
5907,Mohamed Sathak Engineering College Kilakarai Ramanathapuram District 623806,AERONAUTICAL ENGINEERING,***,,,,,,
1311,K C G College of Technology (Autonomous) Karappakkam Chennai 600096,AEROSPACE ENGINEERING,178,166,164.5,123,141,137,
2609,Mahendra Engineering College (Autonomous) Mahendhirapuri Mallasamudram Namakkal District 637503,AEROSPACE ENGINEERING,124,***,113.5,95,85,85,
2726,SNS College of Technology (Autonomous) Kalappatti Post Coimbatore District 641035,AEROSPACE ENGINEERING,161.5,147,138.5,138.5,***,,
2768,Park College of Technology Prema Ravi Nagar Karumathampatti Coimbatore - 641 659,AEROSPACE ENGINEERING,109.5,,,,,,
1126,J N N Institute of Engineering Ushaa Garden Kannigaipair Village (Autonomous) Uthukottai Taluk Thiruvallur District 601102,AGRICULTURAL ENGINEERING,171.605,***,,***,***,,
1150,Sri Jayaram Institute of Engineering and Technology 51 N Elavur 58N Natham Gummidipoondi Taluk Thiruvallur District 601201,AGRICULTURAL ENGINEERING,,,,,,,
1216,Saveetha Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,AGRICULTURAL ENGINEERING,147.5,131,128.5,133.5,122,,
1303,Anand Institute of Higher Technology Old Mahabalipuram Road (OMR) Kazhipattur Chengalpattu District 603103,AGRICULTURAL ENGINEERING,***,,,,,,
1322,Dhanalakshmi Srinivasan College of Engineering and Technology East Coast Road Poonjeri Chennai 603104,AGRICULTURAL ENGINEERING,103.5,***,,***,***,,
1422,SRM Valliammai Engineering College (Autonomous) Kattankulathur Chennai 603203,AGRICULTURAL ENGINEERING,132,***,115,104,***,,
1434,Surya Group of Institutions GST Road Vikravandi Village Villupuram District 605652,AGRICULTURAL ENGINEERING,109,,,,***,,
1449,Saraswathy College of Engineering and Technology NH-45 Main Road Olakkur Tindivanam Taluk Villupuram District 604307,AGRICULTURAL ENGINEERING,108,,,***,,,
1452,PERI Institute of Technology Mannivakkam West Tambaram Chennai 600048,AGRICULTURAL ENGINEERING,,,,,,,
1504,Arunai Engineering College Mathur Thiruvannamalai District 606603,AGRICULTURAL ENGINEERING,100.5,,,***,***,,
2302,Sri Shanmugha College of Engineering and Technology Morur Bit II Village Salem District 637304,AGRICULTURAL ENGINEERING,109.5,***,,***,***,,
2314,Muthayammal College of Engineering Kakkaveri Post Namakkal District 637408,AGRICULTURAL ENGINEERING,***,,,,,,
2329,Rathinam Technical Campus (Autonomous) Pollachi Road Eachanari Coimbatore District 641021,AGRICULTURAL ENGINEERING,140,131.5,113.5,119.5,***,,
2338,Asian College of Engineering and Technology Asian College Road Kondayampalayam Near Saravanampatti Coimbatore District 641110,AGRICULTURAL ENGINEERING,104.5,,,***,80,86.5,
2345,Dhirajlal Gandhi College of Technology Sikkanampatty (Opp. to Airport) Omalur Taluk Salem District 636309,AGRICULTURAL ENGINEERING,***,,,,,,
2347,AVS College of Technology Attur Main Road Near AVS College of Arts & Science Chinnagoundapuram Salem District 636106,AGRICULTURAL ENGINEERING,119,***,,***,,,
2357,V S B College of Engineering Technical Campus Ealur Pirivu Solavampalayam Post Coimbatore District 642109,AGRICULTURAL ENGINEERING,119.5,***,111.5,***,84.5,,
2360,Suguna College of Engineering Kalappatti Road Civil Aerodrome Post Coimbatore District 641014,AGRICULTURAL ENGINEERING,93,***,,,,,
2602,Annai Mathammal Sheela Engineering College Erumapatty Post Namakkal District 637013,AGRICULTURAL ENGINEERING,,,,,,,
2609,Mahendra Engineering College (Autonomous) Mahendhirapuri Mallasamudram Namakkal District 637503,AGRICULTURAL ENGINEERING,119.5,,,100,***,110,
2611,Paavai Engineering College (Autonomous) NH-7 Pachal Post Namakkal District 637018,AGRICULTURAL ENGINEERING,128,***,,***,***,,113
2624,Gnanamani College of Technology (Autonomous) Pachal Post Namakkal District 637018,AGRICULTURAL ENGINEERING,120.5,***,,90.5,***,---,
2625,The Kavery Engineering College M Kalipatti Post Mecheri Salem District 634456,AGRICULTURAL ENGINEERING,110,,,***,***,,
2634,Excel Engineering College (Autonomous) NH-544 Salem Main Road Pallakapalayam Sankari West Post Komarapalayam Taluk Namakkal District - 637303,AGRICULTURAL ENGINEERING,124.5,***,,***,***,113,
2640,Jayalakshmi Institute of Technology Thoppur Dharmapuri District 635352,AGRICULTURAL ENGINEERING,***,,,,,,
2661,Vivekanandha College of Technology for Women Sathinaickenpalayam Elayampalayam Village Kumaramangalam Namakkal District 637205,AGRICULTURAL ENGINEERING,147.5,100,,127,114,126,
2683,Shreenivasa Engineering College B Pallipatti Bommidi Pappireddipatti Taluk Dharmapuri District 635301,AGRICULTURAL ENGINEERING,***,,,,,,
2702,Bannari Amman Institute of Technology (Autonomous) Sathyamanagalam Erode District 638401,AGRICULTURAL ENGINEERING,154,146.5,127.5,143,***,130.5,97.5
2707,Erode Sengunthar Engineering College (Autonomous) Thudupathi Post Erode District 638057,AGRICULTURAL ENGINEERING,115.5,***,,***,102,115.5,
2708,Hindusthan College of Engineering and Technology (Autonomous) Othakkalmandapam Post Coimbatore District 641032,AGRICULTURAL ENGINEERING,131,106.5,,96,***,,
2715,Nandha Engineering College (Autonomous) Pitchandampalayam Post Erode District 638052,AGRICULTURAL ENGINEERING,129.5,121,105.5,109,***,,
2716,Park College of Engineering and Technology Kaniyur Coimbatore District 641659,AGRICULTURAL ENGINEERING,***,,,,,,
2726,SNS College of Technology (Autonomous) Kalappatti Post Coimbatore District 641035,AGRICULTURAL ENGINEERING,127.5,***,,***,***,,
2727,Sri Shakthi Institute of Engineering and Technology (Autonomous) L&T Bye-Pass Venkitapuram Post Comibatore District 641062,AGRICULTURAL ENGINEERING,142,128,125,***,***,,99.5
2743,Dhanalakshmi Srinivasan College of Engineering (CBE) NH47 Palakkad Main Road Navakkarai Post Near Nandhi Temple Coimbatore District 641105,AGRICULTURAL ENGINEERING,140,102.5,,101.5,91,,
2749,Easa College of Engineering and Technology NH-47 Coimbatore-Palakkad Main Road Navakarai Post Coimbatore District 641105,AGRICULTURAL ENGINEERING,110.5,***,,***,***,,
2750,KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous) Kannampalayam Coimbatore District 641402,AGRICULTURAL ENGINEERING,143,125,101.5,108,126.5,132,
2753,PPG Institute of Technology Vilankurichi Village Coimbatore District 641035,AGRICULTURAL ENGINEERING,116,***,,***,***,,
2755,Nehru Institute of Technology (Autonomous) Thirumalayampalayam Post Coimbatore District 641105,AGRICULTURAL ENGINEERING,113.5,***,86,***,***,,
2776,R V S Technical Campus-Coimbatore Kumaran Kottam Campus Kannampalayam Sulur Coimbatore District 641 402,AGRICULTURAL ENGINEERING,115,***,***,***,***,112.5,
3403,Mahalakshmi Engineering College Trichy-Salem Highways (Near No.1 Tollgate) Melpathu Siruganbur Post Tiruchirappalli District 621213,AGRICULTURAL ENGINEERING,,,,,,,
3454,Sri Ramakrishna College of Engineering Sri Saradha Nagar NH-45 Perambalur District 621113,AGRICULTURAL ENGINEERING,***,,,,,,
3456,K S K College of Engineering and Technology Thanjavur Main Road Darasuram Kumbakonam Thanjavur District 612702,AGRICULTURAL ENGINEERING,***,,,,,,
3760,Sir Issac Newton College of Engineering and Technology Anthanapeetai Post Papakoil Nagappattinam District 611102,AGRICULTURAL ENGINEERING,99,***,,,***,,
3804,Arasu Engineering College Chennai Main Road Kumbakonam Thanjavur District 612501,AGRICULTURAL ENGINEERING,***,,,,,,
3805,Dhanalakshmi Srinivasan Engineering College (Autonomous) Thuraiyur Road Perambalur District 621212,AGRICULTURAL ENGINEERING,105,***,,,,,
3810,M.A.M. College of Engineering Siruganur Tiruchirappalli District 621105,AGRICULTURAL ENGINEERING,110,,,***,***,,
3821,A R J College of Engineering and Technology Mannargudi Taluk Thiruvarur District 614001,AGRICULTURAL ENGINEERING,***,,,,,,
3826,Kongunadu College of Engineering and Technology (Autonomous) Tholurpatti Thottiyam Tiruchirappalli District 621215,AGRICULTURAL ENGINEERING,134.5,119.5,114,117.5,116,115.5,115
3831,Indra Ganesan College of Engineering Madurai Main Road Manikandam Tiruchirappalli District 620012,AGRICULTURAL ENGINEERING,***,,,,,,
3854,Mahath Amma Institute of Engineering and Technology (MIET) Ariyur Annavasal Road Illupur Taluk Pudukkottai District 622101,AGRICULTURAL ENGINEERING,***,,,,,,
3857,Meenakshi Ramaswamy Engineering College Trichy Main Road Thathanur Udayarpalayam Ariyalur District 621804,AGRICULTURAL ENGINEERING,***,,,,,,
3923,M N S K College of Engineering Vallathirakkottai Post Pudukkottai District 622305,AGRICULTURAL ENGINEERING,,,,,,,
4670,"Rohini College of Engineering & Technology
Anjugramam-Kanyakumari Main Road Palkulam Variyoor Post Kanyakumari District 629401",AGRICULTURAL ENGINEERING,132,109,,***,***,,
4917,Sethu Institute of Technology (Autonomous) Kariapatti Post Virudhunagar District 626115,AGRICULTURAL ENGINEERING,111.5,,***,***,,,
4938,Sivaji College of Engineering and Technology Manivilla Palulai Panchayat Vilavancode Kanyakumari District 629171,AGRICULTURAL ENGINEERING,***,,,,,,
4976,Infant Jesus College of Engineering Thoothukudi Highway (NH7/A) Thoothukudi District 628851,AGRICULTURAL ENGINEERING,88,,,,,,
4978,Udaya School of Engineering Ammandivilai Post Kanyakumari District 629204,AGRICULTURAL ENGINEERING,***,,,,,,
4983,Lord Jegannath College of Engineering and Technology Kumarapuram Thoppur Post Kanyakumari District 629402,AGRICULTURAL ENGINEERING,,,,,,,
4989,PSN Engineering College Melathediyoor Tirunelveli District 627152,AGRICULTURAL ENGINEERING,94,,,,***,,
4993,Loyola Institute of Technology and Science Loyola Nagar P B No.2 Thovalai Kanyakumari District 629302,AGRICULTURAL ENGINEERING,98.5,,,***,,,
5502,Sri Raajaraajan College of Engineering & Technology Amaravathi Village Amaravathi Pudur Post Karaikudi Sivagangai District 630301,AGRICULTURAL ENGINEERING,110,,,,,,
5536,Mangayarkarasi College of Engineering First Street Mangayarkarasi Nagar Paravai Madurai District 625402,AGRICULTURAL ENGINEERING,130.5,***,111,***,95,118.5,
5703,Christian College of Engineering and Technology Oddanchatram Dindigul District 624619,AGRICULTURAL ENGINEERING,***,,,,,,
5862,"R V S Educational Trust's Groups of Institutions, (Integrated Campus) N Paraipatti Post Vedasandur Taluk Dindigul District 624005",AGRICULTURAL ENGINEERING,100,,,,,,
5907,Mohamed Sathak Engineering College Kilakarai Ramanathapuram District 623806,AGRICULTURAL ENGINEERING,131.5,***,,***,120.5,,
1101,Aalim Muhammed Salegh College of Engineering Muthapudupet Avadi IAF Chennai 600055,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,146,***,143,***,***,,
1110,Prathyusha Engineering college (Autonomous) Aranvoyalkuppam Thiruvallur District 602025,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,151,133,136,137.5,108,---,
1113,R M K Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,185,180,175,174.5,145.5,144.5,
1114,S A Engineering College (Autonomous) Thiruverkadu Chennai 600077,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,156,146,149,143.5,123,112,
1115,Sri Ram Engineering College Perumalpattu Veppampattu (R S) Thiruvallur District 602 024,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,124,***,,***,***,,
1116,Sri Venkateswara College of Engineering and Technology Thirupachur Thiruvallur District 631203,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,136,117.5,107,98.5,***,,
1118,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous) Avadi-Alamathi Road Chennai 600 062,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,164.5,154.5,145,155.5,129,---,
1120,Velammal Engineering College (Autonomous) Ambattur-Redhills Road Chennai 600066,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,165.5,155,151.5,154,129,---,
1121,Sri Venkateswara Institute of Science and Technology Kozhundalur Thiruvallur District 631203,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,***,,,,,,
1122,Vel Tech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous) Avadi-Alamathi Road Chennai 600 062,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,163,154,156,156.5,134,110.5,
1123,Gojan School of Business and Technology Alamathi Chennai 600062,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,130.5,,99.5,***,***,,
1125,PMR Engineering College Adayalampattu Chennai-600095,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,***,,,,,,
1126,J N N Institute of Engineering Ushaa Garden Kannigaipair Village (Autonomous) Uthukottai Taluk Thiruvallur District 601102,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,127,101.5,,***,***,,
1127,St. Peters College of Engineering and Technology College Road Avadi Chennai 600 054,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,131,100,,91,***,,
1128,R M K College of Engineering and Technology (Autonomous) Puduvoyal Gummidipoondi Taluk Thiruvallur District 601206,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,174,167.5,164,159.5,150.5,,
1133,Annai Veilankannis College of Engineering Gandhi Road Nedungundram Chennai 600048,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,112,***,,***,***,,
1137,Annai Mira College of Engineering and Technology Arcot Road Arappakkam Village Walaja Taulk Ranipet District 632 517,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,157,139.5,127.5,136,116,140,
1140,Jeppiaar Institute of Technology kunnam Village Sriperumpudur Taulk Kancheepuram District 631604,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,153.5,147,148.5,142.5,117,,
1149,St. Joseph's Institute of Technology (Autonomous) Jeppiaar Nagar Old Mahabalipuram Road (OMR) Chennai 600119,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,167,157.5,154,158,126.5,---,
1150,Sri Jayaram Institute of Engineering and Technology 51 N Elavur 58N Natham Gummidipoondi Taluk Thiruvallur District 601201,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,***,,,,,,
1202,D M I College of Engineering Palanchoor Nazrethpet Chennai 602103,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,151.5,139.5,140.5,116,106.5,,
1207,Kings Engineering College Sriperumpudur Taluk Kancheepuram District 602105,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,154.5,128.5,,111.5,136.5,,
1210,Panimalar Engineering College (Autonomous) Nazarethpet Poonamallee Chennai 602123,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,169,159.5,152.5,155.5,125,---,---
1211,Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,189.5,185.5,184.5,182,169,154,147.5
1216,Saveetha Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,175,168,164.5,164.5,142,---,101
1217,Sree Sastha Institute of Engineering and Technology Chembarambakkam Chennai 600103,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,131,***,,113,***,,
1218,Sri Muthukumaran Institute of Technology Near Mangadu Chennai 600069,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,118,***,114,***,***,,
1219,Sri Venkateswara College of Engineering (Autonomous) Post Bag No.1 Chennai-Bengaluru High Road Pennalur Irungattukottai S.O. Sriperumbudur Taluk Kancheepuram District 602105,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,190,187,186,182,159.5,143,
1222,P B College of Engineering Irungkattukottai Sriperumpudur Taluk Kancheepuram District 602117,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,101,***,,***,,,
1225,Loyola Institute of Technology Mevaloorkuppam B Village Palanchoor Nazarethpet Post Chennai 600123,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,161,146.5,144.5,142.5,111,,
1226,P T Lee Chengalvaraya Naicker College of Engineering and Technology Oovery Veliyur Post Kancheepuram District 631 502,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,129.5,***,,114.5,,,
1228,Alpha College of Engineering No.34 Udayavar Koil Street Poonamallee Thirumazhisai Chennai - 600124,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,131,***,,***,***,,
1229,Indira Institute of Engineering and Technology VGR Gardens Pandur Thiruvallur District 631203,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,***,,,,,,
1230,Apollo Engineering College Mevaloorkuppam Valarpuram Post Sriperumpudur Kancheepuram District 602105,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,121.5,***,,***,***,,
1232,A R M College of Engineering and Technology Sattamangalam Maraimalainagar Chengalpattu District 603209,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,***,,,,,,
1233,Adhi College of Engineering and Technology Pazhayaseevaram Madura Sankarapuram Village Kancheepuram District 631605,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,148,121.5,,127,110,,
1237,Velammal Institute of Technology Chennai-Kolkatta Highway Panchetti Village Ponneri Taluk Thiruvallur District 601204,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,155.5,142,136,141.5,117.5,,
1238,G R T Institute of Engineering and Technology GRT Mahalakshmi Nagar Chennai-Tirupathi Highway Tiruttani Taluk Thiruvallur District 631209,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,145.5,124.5,110,126.5,***,107,
1241,T J S Engineering College Peruvoyal Near Kavaraipettai Gummidipoondi Taluk Thiruvallur District 601206,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,138,118,,108,112.5,,
1301,Mohammed Sathak A J College of Engineering Old Mahabalipuram Road (OMR) Egattur Chengalpattu District 603103,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,160,133,,108.5,118.5,,
1303,Anand Institute of Higher Technology Old Mahabalipuram Road (OMR) Kazhipattur Chengalpattu District 603103,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,143.5,***,106,104.5,108,,
1304,Easwari Engineering College (Autonomous) Ramapuram Chennai 600089,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,185.5,181.5,184,177,157,154,
1306,Jeppiaar Engineering College Old Mahabalipuram Road (OMR) Chennai 600119,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,169.5,162,153.5,155,139.5,,
1307,Jerusalem College of Engineering (Autonomous) Narayanapuram Pallikaranai Chennai 600 100,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,161.5,154.5,150.5,143,136,133.5,
1309,Meenakshi Sundararajan Engineering College Kodambakkam Chennai 600024,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,176.5,166.5,,164,148,110,
1310,Misrimal Navajee Munoth Jain Engineering College Rajiv Gandhi Salai (OMR) Thorappakkam Chennai 600096,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,143.5,135.5,137,138.5,116,,
1311,K C G College of Technology (Autonomous) Karappakkam Chennai 600096,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,172,159.5,171,157.5,138,,
1313,Shree Motilal Kanhaiyalal (SMK)Fomra Institute of Technology Old Mahabalipuram Road (OMR) Kelambakkam Chengalpattu District 603103,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,***,,,,,,
1316,Agni College of Technology Old Mahabalipuram Road (OMR) Thalambur Village Chengalpattu District 603103,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,149.5,132.5,118.5,133,129,,
1317,St. Joseph's College of Engineering (Autonomous) Old Mahabalipuram Road (OMR) Chennai 600 119,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,180,171,165.5,171,140.5,---,120.5
1318,T.J Institute of Technology Karapakkam Chennai - 600097,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,95,,,***,,,
1319,Thangavelu Engineering College Karappakkam Chennai 600097,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,124.5,***,***,***,***,123,
1322,Dhanalakshmi Srinivasan College of Engineering and Technology East Coast Road Poonjeri Chennai 603104,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,134.5,104.5,118,111.5,87,,
1324,Sri Sai Ram Institute of Technology (Autonomous) West Tambaram Chennai 600044,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,172.5,166.5,159.5,163,141.5,,
1325,St. Joseph College of Engineering Trinity Campus Nemili Sriperumpudur Taluk Kancheepuram District 602105,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,146.5,113.5,127.5,123.5,100.5,,
1398,Chennai Institute of Technology and Applied Research Sarathy Nagar Puthuper Village Kundrathur  Chennai 600069,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,187.5,182,180.5,183.47,163.5,152.5,
1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,193.5,191,190,189.5,177.5,165.51,140
1405,Dhanalakshmi College of Engineering Manimangalam Chennai 601301,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,140,126,107.5,118,***,,
1407,G K M College of Engineering and Technology Alappakkam-Mappedu Road Chennai 600063,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,130,***,,***,97,,
1408,I F E T College of Engineering (Autonomous) Gangarampalayam Villupuram District 605108,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,168,150,149,155.5,94,,
1409,Karpaga Vinayaga College of Engineering and Technology Palayanoor Post Maduranthagam Taluk Chengalpattu District 603308,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,149,131.5,147.5,135,120.5,,
1411,Madha Engineering College Kundrathur Chennai 600069,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,140.475,***,,***,***,,
1412,Mailam Engineering College Mailam Villupuram District 604304,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,165.5,142.5,164.5,151.5,106.25,---,
1413,Sri Venkateswaraa College of Technology Sirukulathur Vadakkal Village Pondur Post Sriperumbudur Taluk Kancheepuram District 602105,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,148,117,119.5,115.5,***,,
1416,Jaya Sakthi Engineering College Thirunindravur Chennai 602024,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,108.5,***,,,***,,
1419,Sri Sai Ram Enginering College (Autonomous) West Tambaram Chennai 600044,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,180,173.5,172.5,168.5,143.5,---,
